anime_id,anime_title_romaji,anime_title_english,anime_title_native,anime_title_userPreferred,isAdult,type,seasonInt,genres,popularity,meanScore,averageScore,episodes,favourites
226,Elfen Lied,Elfen Lied,エルフェンリート,Elfen Lied,False,ANIME,43.0,"['Action', 'Drama', 'Ecchi', 'Horror', 'Psychological', 'Romance', 'Supernatural']",157164,68.0,68.0,13.0,3086
1535,DEATH NOTE,Death Note,DEATH NOTE,DEATH NOTE,False,ANIME,64.0,"['Mystery', 'Psychological', 'Supernatural', 'Thriller']",529374,84.0,84.0,37.0,33729
4224,Toradora!,Toradora!,とらドラ！,Toradora!,False,ANIME,84.0,"['Comedy', 'Drama', 'Romance', 'Slice of Life']",329792,78.0,78.0,25.0,13291
8769,Ore no Imouto ga Konna ni Kawaii Wake ga Nai,Oreimo,俺の妹がこんなに可愛いわけがない,Ore no Imouto ga Konna ni Kawaii Wake ga Nai,False,ANIME,104.0,"['Comedy', 'Romance', 'Slice of Life']",96364,66.0,66.0,12.0,960
10495,Yuru Yuri,YuruYuri,ゆるゆり,Yuru Yuri,False,ANIME,113.0,"['Comedy', 'Slice of Life']",59971,74.0,74.0,12.0,1295
11111,Another,Another,アナザー,Another,False,ANIME,121.0,"['Horror', 'Mystery', 'Psychological', 'Supernatural', 'Thriller']",234245,71.0,71.0,12.0,4593
11887,Kokoro Connect,Kokoro Connect,ココロコネクト,Kokoro Connect,False,ANIME,123.0,"['Drama', 'Romance', 'Slice of Life', 'Supernatural']",120773,75.0,75.0,13.0,2166
13125,Shinsekai yori,From the New World,新世界より,Shinsekai yori,False,ANIME,124.0,"['Drama', 'Horror', 'Mystery', 'Psychological', 'Sci-Fi', 'Supernatural']",114148,80.0,80.0,25.0,4246
15051,Love Live! School idol project,Love Live! School Idol Project,ラブライブ! School idol project,Love Live! School idol project,False,ANIME,131.0,"['Comedy', 'Music', 'Slice of Life']",79021,71.0,71.0,13.0,2205
15379,Kotoura-san,The Troubled Life of Miss Kotoura,琴浦さん,Kotoura-san,False,ANIME,131.0,"['Comedy', 'Drama', 'Romance']",50276,68.0,68.0,12.0,548
17729,Grisaia no Kajitsu,The Fruit of Grisaia,グリザイアの果実,Grisaia no Kajitsu,False,ANIME,144.0,"['Drama', 'Ecchi', 'Psychological', 'Romance']",88110,72.0,72.0,13.0,1669
17895,Golden Time,Golden Time,ゴールデンタイム,Golden Time,False,ANIME,134.0,"['Comedy', 'Drama', 'Romance']",147991,75.0,75.0,24.0,4023
18893,Aoki Hagane no Arpeggio: Ars Nova,Arpeggio of Blue Steel,蒼き鋼のアルペジオ,Aoki Hagane no Arpeggio: Ars Nova,False,ANIME,134.0,"['Action', 'Sci-Fi']",23736,70.0,70.0,12.0,242
19111,Love Live! School idol project 2nd Season,Love Live! School Idol Project 2nd Season,ラブライブ! School idol project 2期,Love Live! School idol project 2nd Season,False,ANIME,142.0,"['Comedy', 'Music', 'Slice of Life']",46444,76.0,76.0,13.0,1040
19221,"Ore no Nounai Sentakushi ga, Gakuen Love Comedy wo Zenryoku de Jama Shiteiru",My Mental Choices Are Completely Interfering With My School Romantic Comedy,俺の脳内選択肢が、学園ラブコメを全力で邪魔している,"Ore no Nounai Sentakushi ga, Gakuen Love Comedy wo Zenryoku de Jama Shiteiru",False,ANIME,134.0,"['Comedy', 'Ecchi', 'Romance', 'Supernatural']",60919,68.0,68.0,10.0,554
19815,No Game No Life,"No Game, No Life",ノーゲーム・ノーライフ,No Game No Life,False,ANIME,142.0,"['Adventure', 'Comedy', 'Ecchi', 'Fantasy']",335274,78.0,78.0,12.0,12994
20657,Saenai Heroine no Sodatekata,Saekano: How to Raise a Boring Girlfriend,冴えない彼女の育てかた,Saenai Heroine no Sodatekata,False,ANIME,151.0,"['Comedy', 'Romance', 'Slice of Life']",107202,73.0,73.0,13.0,1838
20665,Shigatsu wa Kimi no Uso,Your lie in April,四月は君の嘘,Shigatsu wa Kimi no Uso,False,ANIME,144.0,"['Drama', 'Music', 'Romance', 'Slice of Life']",358658,84.0,84.0,22.0,20978
20800,Yuuki Yuuna wa Yuusha de Aru,Yuki Yuna is a Hero,結城友奈は勇者である,Yuuki Yuuna wa Yuusha de Aru,False,ANIME,144.0,"['Action', 'Drama', 'Fantasy', 'Mahou Shoujo', 'Psychological', 'Slice of Life']",32289,72.0,72.0,12.0,576
20923,Shokugeki no Souma,Food Wars! Shokugeki no Soma,食戟のソーマ,Shokugeki no Souma,False,ANIME,152.0,"['Comedy', 'Ecchi']",252052,79.0,79.0,24.0,7850
21006,Grisaia no Rakuen,The Eden of Grisaia,グリザイアの楽園,Grisaia no Rakuen,False,ANIME,152.0,"['Action', 'Drama', 'Romance']",56588,76.0,76.0,10.0,924
21180,Saenai Heroine no Sodatekata ♭,Saekano: How to Raise a Boring Girlfriend ♭,冴えない彼女の育てかた ♭,Saenai Heroine no Sodatekata ♭,False,ANIME,172.0,"['Comedy', 'Romance', 'Slice of Life']",64634,76.0,76.0,12.0,1130
21238,Anne Happy♪,Anne-Happy,あんハピ♪,Anne Happy♪,False,ANIME,162.0,"['Comedy', 'Slice of Life']",15493,66.0,66.0,12.0,125
21455,NEW GAME!,NEW GAME!,NEW GAME!,NEW GAME!,False,ANIME,163.0,"['Comedy', 'Slice of Life']",81921,75.0,74.0,12.0,1584
21517,Renai Boukun,Love Tyrant,恋愛暴君,Renai Boukun,False,ANIME,172.0,"['Comedy', 'Ecchi', 'Romance', 'Supernatural']",55583,63.0,63.0,12.0,526
21518,Shokugeki no Souma: Ni no Sara,Food Wars! The Second Plate,食戟のソーマ 弍ノ皿,Shokugeki no Souma: Ni no Sara,False,ANIME,163.0,"['Comedy', 'Ecchi']",164102,79.0,79.0,13.0,2473
21563,Clockwork Planet,Clockwork Planet,クロックワーク・プラネット,Clockwork Planet,False,ANIME,172.0,"['Drama', 'Ecchi', 'Fantasy', 'Romance', 'Sci-Fi']",26458,57.0,57.0,12.0,231
21584,Love Live! Sunshine!!,Love Live! Sunshine!!,ラブライブ！サンシャイン!!,Love Live! Sunshine!!,False,ANIME,163.0,"['Music', 'Slice of Life']",41354,72.0,72.0,13.0,1286
21613,Youjo Senki,Saga of Tanya the Evil,幼女戦記,Youjo Senki,False,ANIME,171.0,"['Action', 'Fantasy']",139917,77.0,77.0,12.0,4863
21659,Amaama to Inazuma,Sweetness & Lightning,甘々と稲妻,Amaama to Inazuma,False,ANIME,163.0,"['Comedy', 'Slice of Life']",53774,73.0,73.0,12.0,743
21685,Eromanga Sensei,Eromanga Sensei,エロマンガ先生,Eromanga Sensei,False,ANIME,172.0,"['Comedy', 'Drama', 'Ecchi', 'Romance', 'Slice of Life']",120186,60.0,60.0,12.0,1583
21699,Kono Subarashii Sekai ni Shukufuku wo! 2,KONOSUBA -God's blessing on this wonderful world! 2,この素晴らしい世界に祝福を！2,Kono Subarashii Sekai ni Shukufuku wo! 2,False,ANIME,171.0,"['Adventure', 'Comedy', 'Ecchi', 'Fantasy']",215253,81.0,81.0,10.0,6698
21700,Rokudenashi Majutsu Koushi to Akashic Records,Akashic Records of Bastard Magic Instructor,ロクでなし魔術講師と禁忌教典(アカシックレコード),Rokudenashi Majutsu Koushi to Akashic Records,False,ANIME,172.0,"['Action', 'Comedy', 'Fantasy']",105590,68.0,68.0,12.0,1782
21701,Kuzu no Honkai,Scum's Wish,クズの本懐,Kuzu no Honkai,False,ANIME,171.0,"['Drama', 'Ecchi', 'Psychological', 'Romance']",113448,69.0,69.0,12.0,2383
21731,Hand Shakers,Hand Shakers,ハンドシェイカー,Hand Shakers,False,ANIME,171.0,['Action'],18013,42.0,42.0,12.0,74
21776,Kobayashi-san Chi no Maidragon,Miss Kobayashi's Dragon Maid,小林さんちのメイドラゴン,Kobayashi-san Chi no Maidragon,False,ANIME,171.0,"['Comedy', 'Fantasy', 'Slice of Life']",203551,79.0,79.0,13.0,8040
21823,ACCA: 13-ku Kansatsu-ka,ACCA: 13-Territory Inspection Dept.,ACCA 13区監察課,ACCA: 13-ku Kansatsu-ka,False,ANIME,171.0,"['Drama', 'Mystery', 'Slice of Life']",33933,75.0,75.0,12.0,811
21851,Busou Shoujo Machiavellianism,Armed Girl's Machiavellism,武装少女マキャヴェリズム,Busou Shoujo Machiavellianism,False,ANIME,172.0,"['Action', 'Comedy', 'Ecchi', 'Romance']",56654,66.0,66.0,12.0,731
21857,Masamune-kun no Revenge,Masamune-kun's Revenge,政宗くんのリベンジ,Masamune-kun no Revenge,False,ANIME,171.0,"['Comedy', 'Romance', 'Slice of Life']",127842,65.0,65.0,12.0,1607
21878,Gabriel Dropout,Gabriel DropOut,ガヴリールドロップアウト,Gabriel Dropout,False,ANIME,171.0,"['Comedy', 'Slice of Life', 'Supernatural']",86502,73.0,73.0,12.0,1724
21887,Fuuka,Fuuka,風夏,Fuuka,False,ANIME,171.0,"['Drama', 'Ecchi', 'Music', 'Romance']",44343,60.0,60.0,12.0,473
97592,Demi-chan wa Kataritai,Interviews with Monster Girls,亜人ちゃんは語りたい,Demi-chan wa Kataritai,False,ANIME,171.0,"['Comedy', 'Slice of Life', 'Supernatural']",68081,74.0,74.0,12.0,982
97618,Idol Jihen,Idol Incidents,アイドル事変,Idol Jihen,False,ANIME,171.0,['Music'],3722,50.0,50.0,12.0,8
97625,Tsugumomo,Tsugumomo,つぐもも,Tsugumomo,False,ANIME,172.0,"['Action', 'Comedy', 'Ecchi', 'Supernatural']",32671,67.0,67.0,12.0,364
97636,Akiba's Trip: The Animation,Akiba's Trip the Animation,Akiba's Trip -The Animation-,Akiba's Trip: The Animation,False,ANIME,171.0,"['Action', 'Comedy', 'Ecchi', 'Fantasy', 'Supernatural']",24912,61.0,61.0,13.0,190
97730,Seiren,Seiren,セイレン,Seiren,False,ANIME,171.0,['Romance'],39323,59.0,59.0,12.0,287
97821,Alice to Zouroku,Alice & Zoroku,アリスと蔵六,Alice to Zouroku,False,ANIME,172.0,"['Action', 'Adventure', 'Fantasy', 'Mystery', 'Sci-Fi', 'Supernatural']",22695,68.0,67.0,12.0,181
98202,Tsuki ga Kirei,Tsukigakirei,月がきれい,Tsuki ga Kirei,False,ANIME,172.0,"['Drama', 'Romance', 'Slice of Life']",95796,79.0,79.0,12.0,2969
98292,NEW GAME!!,NEW GAME!!,NEW GAME!!,NEW GAME!!,False,ANIME,173.0,"['Comedy', 'Slice of Life']",51586,77.0,77.0,12.0,787
2167,CLANNAD,Clannad,ＣＬＡＮＮＡＤ -クラナド-,CLANNAD,False,ANIME,74.0,"['Comedy', 'Drama', 'Romance', 'Slice of Life', 'Supernatural']",180752,77.0,77.0,23.0,4267
6956,Working!!,Wagnaria!!,Working!!,Working!!,False,ANIME,102.0,"['Comedy', 'Slice of Life']",62892,74.0,74.0,13.0,911
10521,Working'!!,Wagnaria!! 2,Working'!!,Working'!!,False,ANIME,114.0,"['Comedy', 'Slice of Life']",38360,77.0,77.0,13.0,335
11179,Papa no Iukoto wo Kikinasai!,"Listen to Me, Girls. I Am Your Father!",パパのいうことを聞きなさい！,Papa no Iukoto wo Kikinasai!,False,ANIME,121.0,"['Comedy', 'Drama', 'Romance', 'Slice of Life']",27621,69.0,69.0,12.0,214
14741,Chuunibyou demo Koi ga Shitai!,"Love, Chunibyo & Other Delusions",中二病でも恋がしたい!,Chuunibyou demo Koi ga Shitai!,False,ANIME,124.0,"['Comedy', 'Drama', 'Romance', 'Slice of Life']",209206,76.0,76.0,12.0,6159
14749,Ore no Kanojo to Osananajimi ga Shuraba Sugiru,Oreshura,俺の彼女と幼なじみが修羅場すぎる,Ore no Kanojo to Osananajimi ga Shuraba Sugiru,False,ANIME,131.0,"['Comedy', 'Romance']",82938,66.0,66.0,13.0,848
16498,Shingeki no Kyojin,Attack on Titan,進撃の巨人,Shingeki no Kyojin,False,ANIME,132.0,"['Action', 'Drama', 'Fantasy', 'Mystery']",582842,84.0,84.0,25.0,43782
17549,Non Non Biyori,Non Non Biyori,のんのんびより,Non Non Biyori,False,ANIME,134.0,"['Comedy', 'Slice of Life']",79586,78.0,78.0,12.0,2327
17831,Inu to Hasami wa Tsukaiyou,Dog & Scissors,犬とハサミは使いよう,Inu to Hasami wa Tsukaiyou,False,ANIME,133.0,"['Comedy', 'Supernatural']",22836,61.0,61.0,12.0,170
18153,Kyoukai no Kanata,Beyond the Boundary,境界の彼方,Kyoukai no Kanata,False,ANIME,134.0,"['Action', 'Drama', 'Fantasy', 'Slice of Life', 'Supernatural']",177238,74.0,74.0,12.0,3949
18671,Chuunibyou demo Koi ga Shitai! Ren,"Love, Chunibyo & Other Delusions - Heart Throb -",中二病でも恋がしたい！戀,Chuunibyou demo Koi ga Shitai! Ren,False,ANIME,141.0,"['Comedy', 'Drama', 'Romance', 'Slice of Life']",114334,74.0,74.0,12.0,1671
18897,Nisekoi,Nisekoi,ニセコイ,Nisekoi,False,ANIME,141.0,"['Comedy', 'Romance', 'Slice of Life']",166159,73.0,73.0,20.0,3463
20457,Black Bullet,Black Bullet,ブラック・ブレット,Black Bullet,False,ANIME,142.0,"['Action', 'Drama', 'Mystery', 'Sci-Fi']",125727,67.0,67.0,13.0,1448
20553,Kantai Collection: KanColle,KanColle,艦隊これくしょん -艦これ-,Kantai Collection: KanColle,False,ANIME,151.0,"['Action', 'Sci-Fi', 'Slice of Life']",38517,64.0,64.0,12.0,345
20556,Ryuugajou Nanana no Maizoukin,Nanana's Buried Treasure,龍ヶ嬢七々々の埋蔵金,Ryuugajou Nanana no Maizoukin,False,ANIME,142.0,"['Comedy', 'Mystery', 'Supernatural']",38936,69.0,68.0,11.0,197
20668,Gekkan Shoujo Nozaki-kun,Monthly Girls' Nozaki-kun,月刊少女野崎くん,Gekkan Shoujo Nozaki-kun,False,ANIME,143.0,"['Comedy', 'Romance', 'Slice of Life']",145816,77.0,77.0,12.0,4201
20694,Non Non Biyori: Repeat,Non Non Biyori Repeat,のんのんびより りぴーと,Non Non Biyori: Repeat,False,ANIME,153.0,"['Comedy', 'Slice of Life']",38082,81.0,81.0,12.0,815
20770,Akatsuki no Yona,Yona of the Dawn,暁のヨナ,Akatsuki no Yona,False,ANIME,144.0,"['Action', 'Adventure', 'Comedy', 'Drama', 'Fantasy', 'Romance']",124120,79.0,79.0,24.0,4681
20819,Working!!!,Wagnaria!!3,Working!!!,Working!!!,False,ANIME,153.0,"['Comedy', 'Romance', 'Slice of Life']",35533,79.0,79.0,13.0,478
20872,Plastic Memories,Plastic Memories,プラスティックメモリーズ,Plastic Memories,False,ANIME,152.0,"['Comedy', 'Drama', 'Romance', 'Sci-Fi', 'Slice of Life']",153313,77.0,77.0,13.0,4320
20876,Nisekoi:,Nisekoi:,ニセコイ：,Nisekoi:,False,ANIME,152.0,"['Comedy', 'Romance', 'Slice of Life']",104881,71.0,71.0,12.0,1361
20912,Hibike! Euphonium,Sound! Euphonium,響け！ユーフォニアム,Hibike! Euphonium,False,ANIME,152.0,"['Drama', 'Music', 'Slice of Life']",90579,79.0,79.0,13.0,2904
20987,Himouto! Umaru-chan,,干物妹！うまるちゃん,Himouto! Umaru-chan,False,ANIME,153.0,"['Comedy', 'Slice of Life']",109753,68.0,68.0,12.0,1903
20997,Charlotte,,Charlotte(シャーロット),Charlotte,False,ANIME,153.0,"['Comedy', 'Drama', 'Romance', 'Sci-Fi', 'Supernatural']",243923,75.0,75.0,13.0,8317
21051,Nanbaka,NANBAKA,ナンバカ,Nanbaka,False,ANIME,164.0,"['Action', 'Comedy', 'Drama']",54439,70.0,70.0,13.0,1123
21088,Yuru Yuri San☆Hai!,YuruYuri Season 3,ゆるゆり さん☆はい！,Yuru Yuri San☆Hai!,False,ANIME,154.0,"['Comedy', 'Slice of Life']",23757,78.0,78.0,12.0,360
21093,Monster Musume no Iru Nichijou,Monster Musume: Everyday Life With Monster Girls,モンスター娘のいる日常,Monster Musume no Iru Nichijou,False,ANIME,153.0,"['Comedy', 'Ecchi', 'Fantasy', 'Romance']",101578,66.0,66.0,12.0,1621
21131,Gakusen Toshi Asterisk,The Asterisk War,学戦都市アスタリスク,Gakusen Toshi Asterisk,False,ANIME,154.0,"['Action', 'Comedy', 'Ecchi', 'Fantasy', 'Romance', 'Sci-Fi']",93167,65.0,65.0,12.0,1183
21202,Kono Subarashii Sekai ni Shukufuku wo!,KONOSUBA -God's blessing on this wonderful world!,この素晴らしい世界に祝福を！,Kono Subarashii Sekai ni Shukufuku wo!,False,ANIME,161.0,"['Adventure', 'Comedy', 'Ecchi', 'Fantasy']",294055,79.0,79.0,10.0,14498
21234,Boku dake ga Inai Machi,ERASED,僕だけがいない街,Boku dake ga Inai Machi,False,ANIME,161.0,"['Drama', 'Mystery', 'Psychological', 'Supernatural', 'Thriller']",354333,81.0,81.0,12.0,15815
21291,Joker Game,Joker Game,ジョーカー・ゲーム,Joker Game,False,ANIME,162.0,"['Action', 'Drama', 'Mystery', 'Psychological', 'Thriller']",33023,66.0,65.0,12.0,240
21340,Mahou Shoujo Ikusei Keikaku,Magical Girl Raising Project,魔法少女育成計画,Mahou Shoujo Ikusei Keikaku,False,ANIME,164.0,"['Action', 'Fantasy', 'Horror', 'Mahou Shoujo', 'Psychological', 'Thriller']",30294,66.0,66.0,12.0,325
21355,Re:Zero kara Hajimeru Isekai Seikatsu,Re:ZERO -Starting Life in Another World-,Re:ゼロから始める異世界生活,Re:Zero kara Hajimeru Isekai Seikatsu,False,ANIME,162.0,"['Action', 'Adventure', 'Drama', 'Fantasy', 'Psychological', 'Romance', 'Thriller']",335645,81.0,81.0,25.0,18936
21366,3-gatsu no Lion,March comes in like a lion,３月のライオン,3-gatsu no Lion,False,ANIME,164.0,"['Drama', 'Slice of Life']",135700,83.0,83.0,22.0,5949
21390,Gakusen Toshi Asterisk 2,The Asterisk War 2,学戦都市アスタリスク 2,Gakusen Toshi Asterisk 2,False,ANIME,162.0,"['Action', 'Ecchi', 'Fantasy', 'Sci-Fi']",63978,67.0,67.0,12.0,672
21410,Nejimaki Seirei Senki: Tenkyou no Alderamin,Alderamin on the Sky,ねじ巻き精霊戦記 天鏡のアルデラミン,Nejimaki Seirei Senki: Tenkyou no Alderamin,False,ANIME,163.0,"['Action', 'Adventure', 'Fantasy']",45558,73.0,73.0,13.0,646
21457,Kono Bijutsu-bu ni wa Mondai ga Aru!,This Art Club Has a Problem!,この美術部には問題がある!,Kono Bijutsu-bu ni wa Mondai ga Aru!,False,ANIME,163.0,"['Comedy', 'Romance']",51291,70.0,70.0,12.0,497
21460,Hibike! Euphonium 2,Sound! Euphonium 2,響け！ユーフォニアム 2,Hibike! Euphonium 2,False,ANIME,164.0,"['Drama', 'Music', 'Slice of Life']",47705,83.0,82.0,13.0,2100
21495,Tanaka-kun wa Itsumo Kedaruge,Tanaka-kun is Always Listless,田中くんはいつもけだるげ,Tanaka-kun wa Itsumo Kedaruge,False,ANIME,162.0,"['Comedy', 'Slice of Life']",78241,77.0,77.0,12.0,2218
21595,Sakamoto desu ga?,Haven't You Heard? I'm Sakamoto,坂本ですが?,Sakamoto desu ga?,False,ANIME,162.0,"['Comedy', 'Slice of Life']",116097,73.0,73.0,12.0,1665
21627,Gi(a)rlish Number,Girlish Number,ガーリッシュ ナンバー,Gi(a)rlish Number,False,ANIME,164.0,"['Comedy', 'Slice of Life']",23913,67.0,67.0,12.0,114
21631,Udon no Kuni no Kiniro Kemari,Poco's Udon World,うどんの国の金色毛鞠,Udon no Kuni no Kiniro Kemari,False,ANIME,164.0,"['Fantasy', 'Slice of Life']",22002,75.0,75.0,12.0,344
21639,Keijo!!!!!!!!,Keijo!!!!!!!!,競女!!!!!!!!,Keijo!!!!!!!!,False,ANIME,164.0,"['Comedy', 'Ecchi', 'Sports']",65879,66.0,66.0,12.0,727
21647,orange,Orange,orange,orange,False,ANIME,163.0,"['Drama', 'Romance', 'Supernatural']",143569,75.0,75.0,13.0,3555
21686,Watashi ga Motete Dousunda,"Kiss Him, Not Me",私がモテてどうすんだ,Watashi ga Motete Dousunda,False,ANIME,164.0,"['Comedy', 'Romance']",64016,67.0,67.0,12.0,929
21714,Flip Flappers,FLIP FLAPPERS,フリップフラッパーズ,Flip Flappers,False,ANIME,164.0,"['Action', 'Adventure', 'Comedy', 'Fantasy', 'Mahou Shoujo', 'Psychological', 'Sci-Fi']",44758,75.0,75.0,13.0,1188
21764,WWW.WORKING!!,WWW.WAGNARIA!!,WWW.WORKING!!,WWW.WORKING!!,False,ANIME,164.0,"['Comedy', 'Romance', 'Slice of Life']",25082,72.0,72.0,13.0,185
21838,Shuumatsu no Izetta,Izetta: The Last Witch,終末のイゼッタ,Shuumatsu no Izetta,False,ANIME,164.0,"['Action', 'Drama']",30391,64.0,64.0,12.0,194
21860,Shuumatsu Nani Shitemasu ka? Isogashii desu ka? Sukutte Moratte Ii desu ka?,WorldEnd: What are you doing at the end of the world? Are you busy? Will you save us?,終末なにしてますか? 忙しいですか? 救ってもらっていいですか?,Shuumatsu Nani Shitemasu ka? Isogashii desu ka? Sukutte Moratte Ii desu ka?,False,ANIME,172.0,"['Drama', 'Fantasy', 'Mystery', 'Romance', 'Slice of Life', 'Supernatural']",66385,75.0,75.0,12.0,1575
3503,Kanokon,Kanokon: The Girl Who Cried Fox,かのこん,Kanokon,False,ANIME,82.0,"['Comedy', 'Ecchi', 'Romance', 'Supernatural']",29933,57.0,57.0,12.0,184
5081,Bakemonogatari,Bakemonogatari,化物語,Bakemonogatari,False,ANIME,93.0,"['Comedy', 'Drama', 'Mystery', 'Psychological', 'Romance', 'Supernatural']",208539,83.0,83.0,15.0,11601
5114,Hagane no Renkinjutsushi: FULLMETAL ALCHEMIST,Fullmetal Alchemist: Brotherhood,鋼の錬金術師 FULLMETAL ALCHEMIST,Hagane no Renkinjutsushi: FULLMETAL ALCHEMIST,False,ANIME,92.0,"['Action', 'Adventure', 'Drama', 'Fantasy']",413469,90.0,90.0,64.0,40089
9756,Mahou Shoujo Madoka☆Magica,Puella Magi Madoka Magica,魔法少女まどか☆マギカ,Mahou Shoujo Madoka☆Magica,False,ANIME,111.0,"['Action', 'Drama', 'Fantasy', 'Mahou Shoujo', 'Psychological', 'Thriller']",185709,82.0,82.0,12.0,11900
11597,Nisemonogatari,Nisemonogatari,偽物語,Nisemonogatari,False,ANIME,121.0,"['Comedy', 'Drama', 'Ecchi', 'Mystery', 'Psychological', 'Supernatural']",123316,80.0,80.0,11.0,2102
11843,Danshi Koukousei no Nichijou,Daily Lives of High School Boys,男子高校生の日常,Danshi Koukousei no Nichijou,False,ANIME,121.0,"['Comedy', 'Slice of Life']",119032,80.0,80.0,12.0,3987
12189,Hyouka,Hyouka,氷菓,Hyouka,False,ANIME,122.0,"['Mystery', 'Slice of Life']",209998,79.0,79.0,22.0,8712
13659,Ore no Imouto ga Konna ni Kawaii Wake ga Nai.,Oreimo 2,俺の妹がこんなに可愛いわけがない。,Ore no Imouto ga Konna ni Kawaii Wake ga Nai.,False,ANIME,132.0,"['Comedy', 'Romance', 'Slice of Life']",63990,66.0,66.0,13.0,470
13759,Sakurasou no Pet na Kanojo,The Pet Girl of Sakurasou,さくら荘のペットな彼女,Sakurasou no Pet na Kanojo,False,ANIME,124.0,"['Comedy', 'Drama', 'Romance', 'Slice of Life']",170903,79.0,79.0,24.0,6412
14289,Sukitte Ii na yo.,"Say ""I love you"".",好きっていいなよ。,Sukitte Ii na yo.,False,ANIME,124.0,"['Drama', 'Romance']",97456,71.0,71.0,13.0,1661
14813,Yahari Ore no Seishun Love Come wa Machigatteiru.,My Teen Romantic Comedy SNAFU,やはり俺の青春ラブコメはまちがっている。,Yahari Ore no Seishun Love Come wa Machigatteiru.,False,ANIME,132.0,"['Comedy', 'Drama', 'Romance', 'Slice of Life']",215141,78.0,78.0,13.0,7756
15583,Date A Live,Date A Live,デート・ア・ライブ,Date A Live,False,ANIME,132.0,"['Action', 'Comedy', 'Ecchi', 'Fantasy', 'Mecha', 'Romance', 'Sci-Fi']",138529,68.0,68.0,12.0,2824
15689,Nekomonogatari (Kuro),Nekomonogatari Black,猫物語（黒）,Nekomonogatari (Kuro),False,ANIME,124.0,"['Drama', 'Mystery', 'Psychological', 'Romance', 'Supernatural']",99193,78.0,78.0,4.0,1186
15809,Hataraku Maou-sama!,The Devil is a Part-Timer!,はたらく魔王さま!,Hataraku Maou-sama!,False,ANIME,132.0,"['Comedy', 'Fantasy', 'Romance', 'Slice of Life']",238094,76.0,76.0,13.0,4959
16732,Kiniro Mosaic,KINMOZA!,きんいろモザイク,Kiniro Mosaic,False,ANIME,133.0,"['Comedy', 'Slice of Life']",36993,70.0,70.0,12.0,362
18679,Kill la Kill,Kill la Kill,キルラキル,Kill la Kill,False,ANIME,134.0,"['Action', 'Comedy', 'Ecchi']",254846,79.0,79.0,24.0,10618
19163,Date A Live II,Date A Live II,デート・ア・ライブⅡ,Date A Live II,False,ANIME,142.0,"['Action', 'Comedy', 'Ecchi', 'Fantasy', 'Mecha', 'Romance', 'Sci-Fi']",87754,69.0,69.0,10.0,1224
20475,Sabagebu!,Sabagebu! - Survival Game Club!,さばげぶっ!,Sabagebu!,False,ANIME,143.0,"['Action', 'Comedy']",28076,71.0,71.0,12.0,249
20517,Gochuumon wa Usagi desu ka?,Is the Order a Rabbit?,ご注文はうさぎですか？,Gochuumon wa Usagi desu ka?,False,ANIME,142.0,"['Comedy', 'Slice of Life']",47082,73.0,73.0,12.0,856
20605,Tokyo Ghoul,Tokyo Ghoul,東京喰種 トーキョーグール,Tokyo Ghoul,False,ANIME,143.0,"['Action', 'Drama', 'Horror', 'Mystery', 'Psychological', 'Supernatural']",428895,75.0,75.0,12.0,14275
20613,Akame ga Kill!,Akame ga Kill!,アカメが斬る！,Akame ga Kill!,False,ANIME,143.0,"['Action', 'Adventure', 'Drama', 'Fantasy', 'Horror', 'Psychological', 'Thriller']",314331,72.0,72.0,24.0,8920
20631,Trinity Seven,TRINITY SEVEN,トリニティセブン,Trinity Seven,False,ANIME,144.0,"['Action', 'Comedy', 'Ecchi', 'Fantasy', 'Romance']",113910,67.0,67.0,12.0,1876
20638,Rokujouma no Shinryakusha!?,Invaders of the Rokujoma!?,六畳間の侵略者!?,Rokujouma no Shinryakusha!?,False,ANIME,143.0,"['Comedy', 'Romance', 'Supernatural']",27777,68.0,68.0,12.0,216
20646,Inou-Battle wa Nichijou-kei no Naka de,When Supernatural Battles Became Commonplace,異能バトルは日常系のなかで,Inou-Battle wa Nichijou-kei no Naka de,False,ANIME,144.0,"['Comedy', 'Fantasy', 'Romance', 'Slice of Life', 'Supernatural']",65962,68.0,68.0,12.0,513
20710,Denki-Gai no Honya-san,DENKI-GAI,デンキ街の本屋さん,Denki-Gai no Honya-san,False,ANIME,144.0,"['Comedy', 'Slice of Life']",22977,69.0,68.0,12.0,130
20755,Ansatsu Kyoushitsu,Assassination Classroom,暗殺教室,Ansatsu Kyoushitsu,False,ANIME,151.0,"['Action', 'Comedy', 'Drama', 'Supernatural']",368291,80.0,80.0,22.0,12994
20807,Kangoku Gakuen,Prison School,監獄学園〈プリズンスクール〉,Kangoku Gakuen,False,ANIME,153.0,"['Comedy', 'Ecchi']",134910,74.0,74.0,12.0,2921
20812,SHIROBAKO,SHIROBAKO,SHIROBAKO,SHIROBAKO,False,ANIME,144.0,"['Comedy', 'Drama', 'Slice of Life']",76318,82.0,82.0,24.0,2158
20832,Overlord,Overlord,オーバーロード,Overlord,False,ANIME,153.0,"['Action', 'Adventure', 'Fantasy']",207750,76.0,76.0,13.0,7591
20958,Shingeki no Kyojin 2,Attack on Titan Season 2,進撃の巨人２,Shingeki no Kyojin 2,False,ANIME,172.0,"['Action', 'Drama', 'Fantasy', 'Mystery']",415986,84.0,84.0,12.0,12657
