anime_id,anime_title_romaji,anime_title_english,anime_title_native,anime_title_userPreferred,isAdult,type,seasonInt,genres,popularity,meanScore,averageScore,episodes,favourites
527,Pocket Monsters,Pokémon,ポケットモンスター,Pocket Monsters,False,ANIME,972.0,"['Adventure', 'Comedy', 'Fantasy']",80691,71.0,71.0,276.0,1733
528,Pocket Monsters: Mewtwo no Gyakushuu,Pokémon: The First Movie,ポケットモンスター ミュウツーの逆襲,Pocket Monsters: Mewtwo no Gyakushuu,False,ANIME,983.0,"['Adventure', 'Comedy', 'Drama', 'Fantasy', 'Sci-Fi']",37620,74.0,74.0,1.0,392
585,Mimi wo Sumaseba,Whisper of the Heart,耳をすませば,Mimi wo Sumaseba,False,ANIME,953.0,"['Adventure', 'Drama', 'Romance', 'Slice of Life']",57313,81.0,81.0,1.0,2709
1419,Lupin III: Kutabare! Nostradamus,Lupin III: Farewell to Nostradamus,ルパン三世 くたばれ!ノストラダムス,Lupin III: Kutabare! Nostradamus,False,ANIME,952.0,"['Adventure', 'Comedy']",2400,72.0,70.0,1.0,18
1564,Pocket Monsters Advanced Generation,Pokémon Advanced,ポケットモンスター　アドバンスジェネレーション,Pocket Monsters Advanced Generation,False,ANIME,24.0,"['Adventure', 'Comedy', 'Fantasy']",29023,68.0,68.0,192.0,229
1668,Bakuten Shoot Beyblade G Revolution,Beyblade G Revolution,爆転シュート　ベイブレードＧレボリューション,Bakuten Shoot Beyblade G Revolution,False,ANIME,31.0,"['Action', 'Adventure', 'Comedy', 'Sci-Fi', 'Sports']",6929,65.0,65.0,52.0,78
3014,Ginga Eiyuu Densetsu: Waga Yuku wa Hoshi no Taikai,Legend of the Galactic Heroes: My Conquest Is the Sea of Stars,銀河英雄伝説: わが征くは星の大海,Ginga Eiyuu Densetsu: Waga Yuku wa Hoshi no Taikai,False,ANIME,881.0,"['Action', 'Sci-Fi']",9349,76.0,76.0,1.0,56
3016,Ginga Eiyuu Densetsu: Arata Naru Tatakai no Overture,Legend of the Galactic Heroes: Overture to a New War,銀河英雄伝説外伝　新たなる戦いの序曲[オーヴァチュア],Ginga Eiyuu Densetsu: Arata Naru Tatakai no Overture,False,ANIME,934.0,"['Action', 'Drama', 'Sci-Fi']",7875,78.0,78.0,1.0,51
3287,Tenkuu Danzai Skelter Heaven,,天空断罪スケルターヘブン,Tenkuu Danzai Skelter Heaven,False,ANIME,41.0,"['Action', 'Mecha', 'Sci-Fi']",8927,16.0,16.0,1.0,14
4472,Lucky☆Star OVA,Lucky☆Star OVA,らき☆すた OVA,Lucky☆Star OVA,False,ANIME,84.0,"['Comedy', 'Slice of Life']",19586,75.0,75.0,1.0,102
4581,Shikabane Hime: Aka,Corpse Princess: Aka,屍姫 赫,Shikabane Hime: Aka,False,ANIME,84.0,"['Action', 'Drama', 'Horror', 'Supernatural']",15952,67.0,67.0,13.0,57
5034,Shikabane Hime: Kuro,Corpse Princess: Kuro,屍姫 玄,Shikabane Hime: Kuro,False,ANIME,91.0,"['Action', 'Drama', 'Horror', 'Supernatural']",9069,69.0,68.0,12.0,34
5526,Pikachu no Natsuyasumi,Pokémon: Pikachu's Vacation,ピカチュウのなつやすみ,Pikachu no Natsuyasumi,False,ANIME,983.0,['Comedy'],6114,65.0,65.0,1.0,24
9776,A-Channel,A-Channel,Aチャンネル,A-Channel,False,ANIME,112.0,"['Comedy', 'Slice of Life']",15910,66.0,66.0,12.0,107
10218,Berserk: Ougon Jidaihen I - Haou no Tamago,Berserk: The Golden Age Arc I - The Egg of the King,ベルセルク 黄金時代篇Ⅰ 覇王の卵,Berserk: Ougon Jidaihen I - Haou no Tamago,False,ANIME,121.0,"['Action', 'Adventure', 'Fantasy', 'Supernatural']",31504,73.0,73.0,1.0,459
11743,Toaru Majutsu no Index: Endymion no Kiseki,A Certain Magical Index: The Miracle of Endymion,劇場版 とある魔術の禁書目録 エンデュミオンの奇蹟,Toaru Majutsu no Index: Endymion no Kiseki,False,ANIME,131.0,"['Action', 'Sci-Fi']",23654,72.0,72.0,1.0,185
12113,Berserk: Ougon Jidaihen II - Doldrey Kouryaku,Berserk: The Golden Age Arc II - The Battle for Doldrey,ベルセルク 黄金時代篇Ⅱ ドルドレイ攻略,Berserk: Ougon Jidaihen II - Doldrey Kouryaku,False,ANIME,123.0,"['Action', 'Adventure', 'Drama', 'Fantasy', 'Horror', 'Supernatural']",28938,75.0,75.0,1.0,423
12115,Berserk: Ougon Jidaihen III - Kourin,Berserk: The Golden Age Arc III - The Advent,ベルセルク 黄金時代篇Ⅲ 降臨,Berserk: Ougon Jidaihen III - Kourin,False,ANIME,131.0,"['Action', 'Adventure', 'Drama', 'Fantasy', 'Horror', 'Supernatural']",30112,79.0,79.0,1.0,752
17637,Miyakawa-ke no Kuufuku,,宮河家の空腹,Miyakawa-ke no Kuufuku,False,ANIME,132.0,"['Comedy', 'Slice of Life']",5656,62.0,62.0,10.0,31
20473,Onee-chan ga Kita,My Big Sister Arrived,お姉ちゃんが来た,Onee-chan ga Kita,False,ANIME,141.0,"['Comedy', 'Romance']",19394,60.0,60.0,12.0,100
20514,PSYCHO-PASS Movie,PSYCHO-PASS: The Movie,劇場版 PSYCHO-PASS サイコパス,PSYCHO-PASS Movie,False,ANIME,151.0,"['Action', 'Sci-Fi']",43084,75.0,75.0,1.0,389
20682,Oneechan ga Kita: Hajimete no… Kitaa!,,お姉ちゃんが来た 初めての... キター!,Oneechan ga Kita: Hajimete no… Kitaa!,False,ANIME,141.0,"['Comedy', 'Slice of Life']",5722,62.0,61.0,1.0,25
20697,Kara no Kyoukai: Mirai Fukuin - Extra Chorus,the Garden of sinners: recalled out summer –extra chorus–,空の境界 未来福音 extra chorus,Kara no Kyoukai: Mirai Fukuin - Extra Chorus,False,ANIME,134.0,"['Drama', 'Mystery', 'Supernatural']",11064,73.0,72.0,1.0,91
20791,Fate/stay night [Heaven's Feel] I. presage flower,Fate/stay night [Heaven's Feel] I. presage flower,Fate/stay night[Heaven's Feel] Ⅰ.presage flower,Fate/stay night [Heaven's Feel] I. presage flower,False,ANIME,174.0,"['Action', 'Fantasy', 'Psychological', 'Supernatural']",84252,81.0,81.0,1.0,1999
20806,Cross Ange: Tenshi to Ryuu no Rondo,Cross Ange: Rondo of Angel and Dragon,クロスアンジュ 天使と竜の輪舞,Cross Ange: Tenshi to Ryuu no Rondo,False,ANIME,144.0,"['Action', 'Ecchi', 'Mecha', 'Romance', 'Sci-Fi']",30248,69.0,69.0,25.0,518
21005,Grisaia no Meikyuu,The Labyrinth of Grisaia,グリザイアの迷宮,Grisaia no Meikyuu,False,ANIME,152.0,"['Drama', 'Ecchi', 'Romance']",39689,76.0,76.0,1.0,618
21236,Beyblade Burst,,ベイブレードバースト,Beyblade Burst,False,ANIME,162.0,"['Action', 'Sci-Fi', 'Sports']",5285,62.0,62.0,51.0,97
21315,Pan de Peace!,,パンでPeace！,Pan de Peace!,False,ANIME,162.0,"['Comedy', 'Slice of Life']",7552,52.0,51.0,13.0,14
87486,Boku no Hero Academia: Sukue! Kyuujo Kunren!,,僕のヒーローアカデミア救え!救助訓練!,Boku no Hero Academia: Sukue! Kyuujo Kunren!,False,ANIME,172.0,"['Action', 'Adventure', 'Comedy', 'Supernatural']",47642,71.0,71.0,1.0,386
97757,Fate/kaleid liner Prisma☆Illya: Sekka no Chikai,Fate/kaleid liner Prisma☆Illya: Vow in the Snow,Fate/kaleid liner プリズマ☆イリヤ 雪下の誓い,Fate/kaleid liner Prisma☆Illya: Sekka no Chikai,False,ANIME,173.0,"['Action', 'Drama', 'Fantasy', 'Psychological']",19980,78.0,78.0,1.0,380
100248,Ninja Batman,Batman Ninja,ニンジャバットマン,Ninja Batman,False,ANIME,182.0,"['Action', 'Mecha', 'Sci-Fi']",12024,59.0,58.0,1.0,104
104077,Inazuma Eleven: Orion no Kokuin,Inazuma Eleven: The Seal of Orion,イナズマイレブン オリオンの刻印,Inazuma Eleven: Orion no Kokuin,False,ANIME,184.0,['Sports'],5495,66.0,65.0,49.0,96
107912,Cike Wu Liuqi,Scissor Seven,刺客伍六七,Cike Wu Liuqi,False,ANIME,,"['Action', 'Comedy', 'Drama', 'Mystery', 'Romance']",19724,78.0,78.0,10.0,779
108987,Sakugan,SAKUGAN,サクガン,Sakugan,False,ANIME,214.0,"['Adventure', 'Mecha', 'Sci-Fi']",21520,63.0,63.0,12.0,168
113290,Wu Liuqi: Zui Qiang Faxingshi,Scissor Seven Season 2,伍六七之最强发型师,Wu Liuqi: Zui Qiang Faxingshi,False,ANIME,,"['Action', 'Comedy', 'Drama', 'Mystery', 'Supernatural']",10751,82.0,82.0,10.0,386
117989,Megami-ryou no Ryoubo-kun.,Mother of the Goddess’ Dormitory,女神寮の寮母くん。,Megami-ryou no Ryoubo-kun.,False,ANIME,213.0,"['Comedy', 'Ecchi', 'Romance', 'Slice of Life']",30654,63.0,63.0,10.0,537
118465,Shuumatsu no Harem,World's End Harem,終末のハーレム,Shuumatsu no Harem,True,ANIME,221.0,"['Ecchi', 'Sci-Fi']",46439,57.0,56.0,11.0,850
119056,Kenja no Deshi wo Nanoru Kenja,She Professed Herself Pupil of the Wise Man,賢者の弟子を名乗る賢者,Kenja no Deshi wo Nanoru Kenja,False,ANIME,221.0,"['Adventure', 'Fantasy']",19174,58.0,58.0,12.0,319
129191,Shikkakumon no Saikyou Kenja,The Strongest Sage with the Weakest Crest,失格紋の最強賢者,Shikkakumon no Saikyou Kenja,False,ANIME,221.0,"['Action', 'Adventure', 'Comedy', 'Fantasy', 'Romance', 'Slice of Life']",35156,61.0,61.0,12.0,623
130166,Leadale no Daichi nite,In the Land of Leadale,リアデイルの大地にて,Leadale no Daichi nite,False,ANIME,221.0,"['Adventure', 'Fantasy']",25033,68.0,68.0,12.0,569
131584,Visual Prison,VISUAL PRISON,ヴィジュアルプリズン,Visual Prison,False,ANIME,214.0,"['Music', 'Supernatural']",12166,59.0,59.0,12.0,197
141534,Mushoku Tensei: Isekai Ittara Honki Dasu Part 2 - Eris no Goblin Toubatsu,Mushoku Tensei: Jobless Reincarnation Cour 2 - Eris the Goblin Slayer,無職転生 ～異世界行ったら本気だす～ 第2クール エリスのゴブリン討伐,Mushoku Tensei: Isekai Ittara Honki Dasu Part 2 - Eris no Goblin Toubatsu,False,ANIME,221.0,"['Adventure', 'Drama', 'Fantasy']",25873,80.0,80.0,1.0,377
62,D.C.: Da Capo,D.C.~Da Capo~,D.C.～ダ・カーポ～,D.C.: Da Capo,False,ANIME,33.0,"['Drama', 'Romance']",9115,62.0,61.0,26.0,35
361,Memories Off,,Memories Off,Memories Off,False,ANIME,14.0,"['Drama', 'Romance']",1186,49.0,48.0,3.0,1
362,Memories Off 2nd,,メモリーズオフ 2nd,Memories Off 2nd,False,ANIME,31.0,"['Drama', 'Romance']",795,54.0,52.0,3.0,0
363,Memories Off 3.5: Omoide no Kanata e,,メモリーズオフ3.5,Memories Off 3.5: Omoide no Kanata e,False,ANIME,42.0,"['Drama', 'Romance']",655,53.0,51.0,4.0,0
1039,Mizuiro (2003),,みずいろ (2003),Mizuiro (2003),False,ANIME,32.0,"['Drama', 'Romance', 'Supernatural']",793,57.0,55.0,2.0,3
1071,Memories Off 5,,Memories Off #5 とぎれたフィルム THE ANIMATION,Memories Off 5,False,ANIME,62.0,"['Drama', 'Romance']",621,51.0,49.0,1.0,0
1561,Lovedol: Lovely Idol,Lovely Idol,らぶドル～Lovely Idol～,Lovedol: Lovely Idol,False,ANIME,64.0,['Music'],1313,53.0,52.0,12.0,3
2131,Bokusatsu Tenshi Dokuro-chan 2,Bludgeoning Angel Dokuro-chan 2,撲殺天使ドクロちゃん2,Bokusatsu Tenshi Dokuro-chan 2,False,ANIME,73.0,"['Comedy', 'Ecchi', 'Supernatural']",13342,61.0,61.0,2.0,47
2154,Tekkon Kinkreet,Tekkonkinkreet,鉄コン筋クリート,Tekkon Kinkreet,False,ANIME,64.0,"['Action', 'Psychological', 'Supernatural']",20066,76.0,76.0,1.0,540
3165,Hidamari Sketch Specials,Hidamari Sketch Specials,ひだまりスケッチ 特別編 前後編,Hidamari Sketch Specials,False,ANIME,74.0,"['Comedy', 'Slice of Life']",5018,74.0,73.0,2.0,20
3604,Hidamari Sketch x 365,Hidamari Sketch x 365,ひだまりスケッチ×３６５,Hidamari Sketch x 365,False,ANIME,83.0,"['Comedy', 'Slice of Life']",7092,78.0,77.0,13.0,112
3958,Kannagi,Kannagi: Crazy Shrine Maidens,かんなぎ,Kannagi,False,ANIME,84.0,"['Comedy', 'Supernatural']",23717,70.0,69.0,13.0,135
5118,Suzumiya Haruhi-chan no Yuuutsu,The Melancholy of Haruhi-chan Suzumiya,涼宮ハルヒちゃんの憂鬱,Suzumiya Haruhi-chan no Yuuutsu,False,ANIME,91.0,"['Comedy', 'Slice of Life']",13362,70.0,70.0,25.0,41
5772,Akane-iro ni Somaru Saka OVA,The Hill Dyed Rose Madder OVA,あかね色に染まる坂 OVA,Akane-iro ni Somaru Saka OVA,False,ANIME,93.0,"['Comedy', 'Ecchi', 'Romance']",4938,58.0,58.0,1.0,14
5957,Nyoro-n☆Churuya-san,Nyoron! Churuya-san,にょろーん☆ちゅるやさん,Nyoro-n☆Churuya-san,False,ANIME,91.0,['Comedy'],5426,60.0,60.0,13.0,18
5978,Kannagi Special,,かんなぎ,Kannagi Special,False,ANIME,92.0,"['Comedy', 'Supernatural']",5499,68.0,67.0,1.0,18
6227,Lovedol: Lovely Idol OVA,Lovedol ~Lovely Idol~,らぶドル 温泉ですか？,Lovedol: Lovely Idol OVA,False,ANIME,72.0,"['Comedy', 'Drama', 'Ecchi', 'Music']",410,54.0,49.0,1.0,1
6984,Hidamari Sketch x 365 Specials,,ひだまりスケッチ×３６５ 特別編,Hidamari Sketch x 365 Specials,False,ANIME,92.0,"['Comedy', 'Slice of Life']",4254,77.0,76.0,3.0,18
7396,Shuffle! Prologue,,,Shuffle! Prologue,False,ANIME,52.0,"['Comedy', 'Fantasy', 'Romance']",2868,62.0,61.0,1.0,10
9136,Kuroshitsuji II Specials,Black Butler II Specials,黒執事II: シエル・イン・ワンダーランド,Kuroshitsuji II Specials,False,ANIME,104.0,"['Fantasy', 'Supernatural']",14389,70.0,70.0,6.0,125
11339,A-Channel: A-Channel+smile,,Aチャンネル +smile,A-Channel: A-Channel+smile,False,ANIME,121.0,"['Comedy', 'Slice of Life']",4405,69.0,68.0,2.0,16
14575,Minami-ke: Omatase,,みなみけ おまたせ,Minami-ke: Omatase,False,ANIME,124.0,"['Comedy', 'Slice of Life']",4993,72.0,71.0,1.0,15
15439,"Kono Danshi, Ningyo Hiroimashita.",This Boy Caught a Merman,この男子、人魚ひろいました。,"Kono Danshi, Ningyo Hiroimashita.",False,ANIME,124.0,['Fantasy'],5167,69.0,69.0,1.0,63
15963,Seitokai no Shukujitsu,Student Council's Holidays,生徒会の祝日,Seitokai no Shukujitsu,False,ANIME,133.0,['Comedy'],3800,71.0,70.0,1.0,17
16169,Choboraunyopomi Gekijou Ai Mai Mii,Ai-Mai-Mi,ちょぼらうにょぽみ劇場あいまいみー,Choboraunyopomi Gekijou Ai Mai Mii,False,ANIME,131.0,"['Comedy', 'Slice of Life']",6504,54.0,54.0,13.0,33
16694,Sankarea: Wagahai mo... Zombie de Aru...,,さんかれあ 吾輩も... ゾンビである...,Sankarea: Wagahai mo... Zombie de Aru...,False,ANIME,124.0,"['Comedy', 'Ecchi', 'Horror', 'Romance', 'Supernatural']",14403,70.0,70.0,1.0,60
18139,Tonari no Seki-kun,Tonari no Seki-kun: The Master of Killing Time,となりの関くん,Tonari no Seki-kun,False,ANIME,141.0,['Comedy'],36376,73.0,73.0,21.0,345
18661,Kamisama Hajimemashita OVA,,神様はじめました,Kamisama Hajimemashita OVA,False,ANIME,133.0,"['Comedy', 'Fantasy', 'Romance', 'Supernatural']",15178,78.0,78.0,2.0,153
19391,Shingeki no Kyojin: Chimi Kyara Gekijou - Tondeke! Kunren Heidan,Attack on Titan Picture Drama,"「進撃の巨人」ちみキャラ劇場""とんでけ! 訓練兵団""",Shingeki no Kyojin: Chimi Kyara Gekijou - Tondeke! Kunren Heidan,False,ANIME,133.0,"['Action', 'Comedy', 'Drama', 'Fantasy']",10673,63.0,62.0,9.0,68
20221,Minami-ke: Natsuyasumi,Minami-ke Natsuyasumi,みなみけ 夏やすみ,Minami-ke: Natsuyasumi,False,ANIME,133.0,"['Comedy', 'Slice of Life']",3802,72.0,71.0,1.0,9
20520,LOVE STAGE!!,,LOVE STAGE!!,LOVE STAGE!!,False,ANIME,143.0,"['Comedy', 'Romance']",35574,68.0,68.0,10.0,552
20600,Tonari no Seki-kun OVA,The Master of Killing Time OVA,となりの関くん OVA,Tonari no Seki-kun OVA,False,ANIME,141.0,['Comedy'],8184,72.0,71.0,1.0,19
20670,Kuroshitsuji: Book of Murder,Black Butler: Book of Murder,黒執事 Book of Murder,Kuroshitsuji: Book of Murder,False,ANIME,144.0,"['Comedy', 'Fantasy', 'Mystery', 'Supernatural']",28492,78.0,78.0,2.0,463
20738,Tonari no Seki-kun Specials,The Master of Killing Time Specials,となりの関くん,Tonari no Seki-kun Specials,False,ANIME,142.0,['Comedy'],6830,72.0,72.0,2.0,22
20837,Ao Haru Ride: Unwritten,Blue Spring Ride: Unwritten,アオハライド unwritten,Ao Haru Ride: Unwritten,False,ANIME,143.0,"['Romance', 'Slice of Life']",20781,72.0,72.0,1.0,119
20844,Diabolik Lovers OVA,,DIABOLIK LOVERS  OAD,Diabolik Lovers OVA,False,ANIME,151.0,['Supernatural'],6083,51.0,51.0,1.0,51
21046,"Diabolik Lovers More,Blood","Diabolik Lovers Ⅱ : More,blood","DIABOLIK LOVERS MORE,BLOOD","Diabolik Lovers More,Blood",False,ANIME,154.0,"['Drama', 'Horror', 'Romance', 'Supernatural']",20628,50.0,50.0,12.0,209
21186,Kamisama Hajimemashita: Kako-hen,Kamisama Kiss◎ OVA,神様はじめました ～過去編～,Kamisama Hajimemashita: Kako-hen,False,ANIME,153.0,"['Comedy', 'Fantasy', 'Romance', 'Supernatural']",20990,83.0,83.0,4.0,464
21425,Kuroshitsuji: Book of the Atlantic,Black Butler: Book of the Atlantic,黒執事 Book of the Atlantic,Kuroshitsuji: Book of the Atlantic,False,ANIME,171.0,"['Action', 'Comedy', 'Fantasy', 'Mystery', 'Supernatural']",29026,81.0,81.0,1.0,696
21609,12-sai.: Chiccha na Mune no Tokimeki,,12歳。～ちっちゃなムネのトキメキ～,12-sai.: Chiccha na Mune no Tokimeki,False,ANIME,162.0,['Romance'],5479,60.0,59.0,12.0,40
21782,Fudanshi Koukou Seikatsu,The Highschool Life of a Fudanshi,腐男子高校生活,Fudanshi Koukou Seikatsu,False,ANIME,163.0,"['Comedy', 'Slice of Life']",10795,60.0,60.0,12.0,71
21795,Honobono Log,,ほのぼのログ,Honobono Log,False,ANIME,162.0,"['Romance', 'Slice of Life']",16138,71.0,70.0,10.0,190
98031,Ling Qi,Spiritpact,灵契,Ling Qi,False,ANIME,,"['Action', 'Supernatural']",15128,66.0,66.0,20.0,231
98033,"Kamisama Hajimemashita: Kamisama, Shiawase ni Naru",,神様はじめました「神様、幸せになる」,"Kamisama Hajimemashita: Kamisama, Shiawase ni Naru",False,ANIME,164.0,"['Comedy', 'Fantasy', 'Romance', 'Supernatural']",9737,81.0,80.0,1.0,164
98642,Super Lovers OVA,,スーパーラヴァーズ OVA,Super Lovers OVA,False,ANIME,171.0,"['Comedy', 'Drama', 'Romance']",4006,69.0,68.0,2.0,48
100093,Gaikotsu Shotenin Honda-san,Skull-face Bookseller Honda-san,ガイコツ書店員本田さん,Gaikotsu Shotenin Honda-san,False,ANIME,184.0,"['Comedy', 'Slice of Life']",24964,71.0,70.0,12.0,342
101379,Pastel Memories,Pastel Memories,ぱすてるメモリーズ,Pastel Memories,False,ANIME,191.0,"['Action', 'Adventure', 'Sci-Fi']",5394,43.0,43.0,12.0,19
104170,Asobi Asobase OVA,Asobi Asobase -workshop of fun- OVA,あそびあそばせ (OAD),Asobi Asobase OVA,False,ANIME,184.0,"['Comedy', 'Slice of Life']",11167,74.0,74.0,1.0,72
104368,Asobi Asobase Specials,Asobi Asobase Specials,あそびあそばせ,Asobi Asobase Specials,False,ANIME,184.0,['Comedy'],9916,75.0,74.0,2.0,62
49,Aa! Megami-sama!,Oh! My Goddess,ああっ女神さまっ,Aa! Megami-sama!,False,ANIME,931.0,"['Comedy', 'Drama', 'Romance', 'Supernatural']",6483,69.0,68.0,5.0,65
198,Speed Grapher,Speed Grapher,スピードグラファー,Speed Grapher,False,ANIME,52.0,"['Action', 'Drama', 'Ecchi', 'Mystery', 'Psychological', 'Supernatural']",13819,68.0,68.0,24.0,95
584,Noein: Mou Hitori no Kimi e,Noein: To Your Other Self,ノエイン もうひとりの君へ,Noein: Mou Hitori no Kimi e,False,ANIME,54.0,"['Adventure', 'Drama', 'Psychological', 'Sci-Fi', 'Slice of Life']",14932,71.0,70.0,24.0,141
1000,Uchuu Kaizoku Captain Harlock,Space Pirate Captain Harlock,宇宙海賊キャプテンハーロック,Uchuu Kaizoku Captain Harlock,False,ANIME,782.0,"['Action', 'Adventure', 'Drama', 'Sci-Fi']",6756,72.0,71.0,42.0,105
1121,Pocket Monsters Advanced Generation: Nanayo no Negaiboshi Jirachi,Pokémon: Jirachi Wish Maker,ポケットモンスター・アドバンスジェネレーション 七夜の願い星 ジラーチ,Pocket Monsters Advanced Generation: Nanayo no Negaiboshi Jirachi,False,ANIME,33.0,"['Adventure', 'Comedy', 'Drama', 'Fantasy']",16415,64.0,64.0,1.0,77
1526,Pocket Monsters Advanced Generation: Mew to Hadou no Yuusha Lucario,Pokémon: Lucario and the Mystery of Mew,ポケットモンスターアドバンスジェネレーション ミュウと波導の勇者　ルカリオ,Pocket Monsters Advanced Generation: Mew to Hadou no Yuusha Lucario,False,ANIME,53.0,"['Action', 'Adventure', 'Drama', 'Fantasy']",19514,70.0,70.0,1.0,170
1793,Kaze no Na wa Amnesia,A Wind Named Amnesia,風の名はアムネジア,Kaze no Na wa Amnesia,False,ANIME,904.0,"['Action', 'Adventure', 'Drama', 'Mecha', 'Mystery', 'Psychological', 'Sci-Fi']",3651,57.0,56.0,1.0,20
1890,Clover,Clover,クローバー,Clover,False,ANIME,,"['Drama', 'Fantasy', 'Sci-Fi']",2313,62.0,61.0,1.0,7
2201,Pocket Monsters Advanced Generation: Pokemon Ranger to Umi no Ouji Manaphy,Pokémon Ranger and the Temple of the Sea,ポケットモンスターアドバンスジェネレーション ポケモンレンジャーと蒼海の王子 マナフィ,Pocket Monsters Advanced Generation: Pokemon Ranger to Umi no Ouji Manaphy,False,ANIME,63.0,['Adventure'],14542,65.0,64.0,1.0,73
2924,ef: A Tale of Memories.,ef ~ A Tale of Memories,ef - a tale of memories.,ef: A Tale of Memories.,False,ANIME,74.0,"['Drama', 'Mystery', 'Psychological', 'Romance']",33813,75.0,75.0,12.0,366
4182,DARKER THAN BLACK: Kuro no Keiyakusha - Sakura no Hana no Mankai no Shita,Darker than Black: Beneath Cherry Blossoms in Full Bloom,DARKER THAN BLACK -黒の契約者- 桜の花の満開の下,DARKER THAN BLACK: Kuro no Keiyakusha - Sakura no Hana no Mankai no Shita,False,ANIME,82.0,"['Comedy', 'Sci-Fi']",20001,72.0,72.0,1.0,116
4551,Hakushaku to Yousei,Earl and Fairy,伯爵と妖精,Hakushaku to Yousei,False,ANIME,84.0,"['Adventure', 'Fantasy', 'Romance']",11851,67.0,67.0,12.0,92
5734,Tayutama: Kiss on My Deity,,タユタマ -Kiss on my Deity-,Tayutama: Kiss on My Deity,False,ANIME,92.0,"['Romance', 'Supernatural']",8366,62.0,62.0,12.0,40
6372,Higashi no Eden Movie I: The King of Eden,Eden of The East the Movie I: The King of Eden,東のエデン 劇場版I The King of Eden,Higashi no Eden Movie I: The King of Eden,False,ANIME,94.0,"['Action', 'Comedy', 'Drama', 'Mystery', 'Romance', 'Slice of Life']",24089,72.0,72.0,1.0,104
6862,K-ON!: Live House!,K-ON!: Live House!,けいおん! ライブハウス!,K-ON!: Live House!,False,ANIME,101.0,"['Comedy', 'Music', 'Slice of Life']",31796,77.0,77.0,1.0,236
7338,DARKER THAN BLACK: Kuro no Keiyakusha - Gaiden,Darker than Black: Origins,DARKER THAN BLACK -黒の契約者- 外伝,DARKER THAN BLACK: Kuro no Keiyakusha - Gaiden,False,ANIME,101.0,"['Action', 'Mystery', 'Sci-Fi']",29961,76.0,76.0,4.0,242
8142,Colorful,Colorful ~ The Motion Picture,カラフル,Colorful,False,ANIME,103.0,"['Drama', 'Slice of Life', 'Supernatural']",34998,75.0,75.0,1.0,584
8426,Hourou Musuko,Wandering Son,放浪息子,Hourou Musuko,False,ANIME,111.0,"['Drama', 'Romance', 'Slice of Life']",25364,75.0,75.0,11.0,412
8795,Panty & Stocking with Garterbelt,Panty & Stocking with Garterbelt,パンティ＆ストッキングwithガーターベルト,Panty & Stocking with Garterbelt,False,ANIME,104.0,"['Action', 'Comedy', 'Ecchi', 'Supernatural']",56608,74.0,74.0,13.0,1814
10794,IS: Infinite Stratos Encore - Koi ni Kogareru Sextet,IS: Infinite Stratos Encore: A Sextet Yearning for Love,IS ＜インフィニット・ストラトス＞ アンコール『恋に焦がれる六重奏』,IS: Infinite Stratos Encore - Koi ni Kogareru Sextet,False,ANIME,111.0,"['Action', 'Comedy', 'Mecha', 'Sci-Fi']",19183,64.0,64.0,1.0,103
12461,Hiiro no Kakera,Hiiro no Kakera: The Tamayori Princess Saga,緋色の欠片,Hiiro no Kakera,False,ANIME,122.0,"['Fantasy', 'Romance', 'Supernatural']",12283,61.0,61.0,13.0,79
12503,Mirai Nikki: Ura Mirai Nikki,The Future Diary: Ura Mirai Nikki,未来日記 裏未来日記,Mirai Nikki: Ura Mirai Nikki,False,ANIME,121.0,"['Action', 'Comedy', 'Mystery', 'Psychological', 'Supernatural']",8371,58.0,58.0,10.0,25
13429,Sakasama no Patema: Beginning of the Day,Patema Inverted: Beginning of the Day,サカサマのパテマ Beginning of the Day,Sakasama no Patema: Beginning of the Day,False,ANIME,121.0,['Sci-Fi'],6243,71.0,70.0,4.0,22
15037,Corpse Party: Tortured Souls - Bougyakusareta Tamashii no Jukyou,Corpse Party,コープスパーティー Tortured Souls -暴虐された魂の呪叫-,Corpse Party: Tortured Souls - Bougyakusareta Tamashii no Jukyou,False,ANIME,133.0,"['Horror', 'Mystery', 'Supernatural']",56057,59.0,59.0,4.0,519
15609,"Kono Naka ni Hitori, Imouto ga Iru!: Ani, Imouto, Koibito","NAKAIMO - My Little Sister Is Among Them!: Ani, Imouto, Koibito",この中に1人、妹がいる！兄、妹、恋人,"Kono Naka ni Hitori, Imouto ga Iru!: Ani, Imouto, Koibito",False,ANIME,132.0,"['Comedy', 'Ecchi', 'Romance']",7815,63.0,63.0,1.0,30
15771,Saint☆Onii-san,,聖☆おにいさん,Saint☆Onii-san,False,ANIME,132.0,"['Comedy', 'Slice of Life', 'Supernatural']",18567,75.0,75.0,1.0,295
16680,Pocket Monsters Best Wishes! Shinsoku no Genesect: Mewtwo Kakusei,Pokémon the Movie: Genesect and the Legend Awakened,劇場版 ポケットモンスター ベストウイッシュ 神速のゲノセクト ミュウツー覚醒,Pocket Monsters Best Wishes! Shinsoku no Genesect: Mewtwo Kakusei,False,ANIME,133.0,"['Adventure', 'Comedy', 'Fantasy']",9718,61.0,60.0,1.0,40
